"","Name","Product"
"b3242","aaeX","DUF1656 family putative inner membrane efflux pump associated protein"
"b3243","aaeR","transcriptional regulator for aaeXAB operon"
"b3244","tldD","putative peptidase"
"b4472","yhdP","DUF3971-AsmA2 domains protein"
"b3247","rng","ribonuclease G"
"b3248","yhdE","Maf-like protein"
"b3249","mreD","cell wall structural complex MreBCD transmembrane component MreD"
"b3250","mreC","cell wall structural complex MreBCD transmembrane component MreC"
"b3251","mreB","cell wall structural complex MreBCD, actin-like component MreB"
"b3252","csrD","targeting factor for csrBC sRNA degradation"
"b3253","acuI","putative acryloyl-CoA reductase"
"b3255","accB","acetyl CoA carboxylase, BCCP subunit"
"b3256","accC","acetyl-CoA carboxylase, biotin carboxylase subunit"
"b3257","yhdT","DUF997 family putative inner membrane protein"
"b3258","panF","pantothenate:sodium symporter"
"b3259","prmA","methyltransferase for 50S ribosomal subunit protein L11"
"b3260","dusB","tRNA-dihydrouridine synthase B"
"b3261","fis","global DNA-binding transcriptional dual regulator"
"b3262","yhdJ","DNA adenine methyltransferase, SAM-dependent"
"b3263","yhdU","putative membrane protein"
"b3264","acrS","acrAB operon transcriptional repressor"
"b3265","acrE","cytoplasmic membrane lipoprotein"
"b3266","acrF","multidrug efflux system protein"
"b3267","yhdV","putative outer membrane protein"
"b3269","yhdX","putative amino-acid transporter subunit"
"b3270","yhdY","putative amino-acid transporter subunit"
"b3271","yhdZ","putative amino-acid transporter subunit"
"b3272","rrfF","5S ribosomal RNA of rrnD operon"
"b3273","thrV","Thr tRNA"
"b3274","rrfD","5S ribosomal RNA of rrnD operon"
"b3275","rrlD","23S ribosomal RNA of rrnD operon"
"b3276","alaU","Ala tRNA"
"b3277","ileU","Ile tRNA"
"b3278","rrsD","16S ribosomal RNA of rrnD operon"
"b3279","yrdA","bacterial transferase hexapeptide domain protein"
"b3280","yrdB","DUF1488 family protein"
"b3281","aroE","dehydroshikimate reductase, NAD(P)-binding"
"b3282","tsaC","tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein, threonine-dependent ADP-forming ATPase"
"b3283","yrdD","putative DNA topoisomerase"
"b3284","smg","DUF494 family putative periplasmic protein"
"b4473","smf","DNA recombination-mediator A family protein"
"b3287","def","peptide deformylase"
"b3288","fmt","10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase"
"b3289","rsmB","16S rRNA m(5)C967 methyltransferase, SAM-dependent"
"b3290","trkA","NAD-binding component of TrK potassium transporter"
"b3291","mscL","mechanosensitive channel protein, high conductance"
"b4550","arfA","alternate ribosome-rescue factor A"
"b3292","zntR","zntA gene transcriptional activator"
"b3293","yhdN","DUF1992 family protein"
"b3294","rplQ","50S ribosomal subunit protein L17"
"b3295","rpoA","RNA polymerase, alpha subunit"
"b3296","rpsD","30S ribosomal subunit protein S4"
"b3297","rpsK","30S ribosomal subunit protein S11"
"b3298","rpsM","30S ribosomal subunit protein S13"
"b3299","rpmJ","50S ribosomal subunit protein L36"
"b3300","secY","preprotein translocase membrane subunit"
"b3301","rplO","50S ribosomal subunit protein L15"
"b3302","rpmD","50S ribosomal subunit protein L30"
"b3303","rpsE","30S ribosomal subunit protein S5"
"b3304","rplR","50S ribosomal subunit protein L18"
"b3305","rplF","50S ribosomal subunit protein L6"
"b3306","rpsH","30S ribosomal subunit protein S8"
"b3307","rpsN","30S ribosomal subunit protein S14"
"b3308","rplE","50S ribosomal subunit protein L5"
"b3309","rplX","50S ribosomal subunit protein L24"
"b3310","rplN","50S ribosomal subunit protein L14"
"b3311","rpsQ","30S ribosomal subunit protein S17"
"b3312","rpmC","50S ribosomal subunit protein L29"
"b3313","rplP","50S ribosomal subunit protein L16"
"b3314","rpsC","30S ribosomal subunit protein S3"
"b3315","rplV","50S ribosomal subunit protein L22"
"b3316","rpsS","30S ribosomal subunit protein S19"
"b3317","rplB","50S ribosomal subunit protein L2"
"b3318","rplW","50S ribosomal subunit protein L23"
"b3319","rplD","50S ribosomal subunit protein L4"
"b3320","rplC","50S ribosomal subunit protein L3"
"b3321","rpsJ","30S ribosomal subunit protein S10"
"b3322","gspB","part of gsp divergon involved in type II protein secretion"
"b3323","gspA","general secretory pathway component, cryptic"
"b3324","gspC","general secretory pathway component, cryptic"
"b3325","gspD","general secretory pathway component, cryptic"
"b3326","gspE","general secretory pathway component, cryptic"
"b3327","gspF","general secretory pathway component, cryptic"
"b3328","gspG","pseudopilin, cryptic, general secretion pathway"
"b3329","gspH","putative general secretory pathway component, cryptic"
"b3330","gspI","general secretory pathway component, cryptic"
"b3331","gspJ","putative general secretory pathway component, cryptic"
"b3332","gspK","general secretory pathway component, cryptic"
"b3333","gspL","general secretory pathway component, cryptic"
"b3334","gspM","general secretory pathway component, cryptic"
"b3335","gspO","bifunctional prepilin leader peptidase/ methylase"
"b3336","bfr","bacterioferritin, iron storage and detoxification protein"
"b3337","bfd","bacterioferritin-associated ferredoxin"
"b3338","chiA","periplasmic endochitinase"
"b3339","tufA","translation elongation factor EF-Tu 1"
"b3340","fusA","protein chain elongation factor EF-G, GTP-binding"
"b3341","rpsG","30S ribosomal subunit protein S7"
"b3342","rpsL","30S ribosomal subunit protein S12"
"b3343","tusB","mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein"
"b3344","tusC","mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein"
"b3345","tusD","sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis"
"b3346","yheO","putative PAS domain-containing DNA-binding transcriptional regulator"
"b3347","fkpA","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)"
"b3348","slyX","phi X174 lysis protein"
"b3349","slyD","FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)"
"b4551","yheV","DUF2387 family putative metal-binding protein"
"b3350","kefB","potassium:proton antiporter"
"b3351","kefG","potassium-efflux system ancillary protein for KefB, glutathione-regulated"
"b3352","yheS","putative transporter subunit of ABC superfamily: ATP-binding component"
"b3353","yheT","UPF0017 family putative hydrolase"
"b3354","yheU","UPF0270 family protein"
"b3355","prkB","putative phosphoribulokinase"
"b3356","yhfA","OsmC family protein"
"b3357","crp","cAMP-activated global transcription factor, mediator of catabolite repression"
"b3358","yhfK","putative transporter, FUSC superfamily inner membrane protein, tandem domains"
"b3359","argD","bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase"
"b3360","pabA","aminodeoxychorismate synthase, subunit II"
"b3361","fic","stationary-phase adenosine monophosphate-protein transferase domain protein"
"b3362","yhfG","putative Fic-binding protein"
"b3363","ppiA","peptidyl-prolyl cis-trans isomerase A (rotamase A)"
"b3364","tsgA","putative transporter"
"b3365","nirB","nitrite reductase, large subunit, NAD(P)H-binding"
"b3366","nirD","nitrite reductase, NAD(P)H-binding, small subunit"
"b3367","nirC","nitrite transporter"
"b3368","cysG","fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase"
"b3369","yhfL","small lipoprotein"
"b3370","frlA","putative fructoselysine transporter"
"b3371","frlB","fructoselysine-6-P-deglycase"
"b4474","frlC","fructoselysine 3-epimerase"
"b3374","frlD","fructoselysine 6-kinase"
"b3375","frlR","putative DNA-binding transcriptional regulator"
"b3376","yhfS","FNR-regulated pyridoxal phosphate-dependent aminotransferase family protein"
"b3377","yhfT","inner membrane protein"
"b3378","yhfU","DUF2620 family protein"
"b3379","php","phosphotriesterase homology protein"
"b3380","yhfW","phosphopentomutase-related metalloenzyme superfamily protein"
"b3381","yhfX","putative pyridoxal 5'-phosphate binding protein"
"b3382","yhfY","PRD domain protein"
"b3383","yhfZ","putative DNA-binding transcriptional regulator"
"b3384","trpS","tryptophanyl-tRNA synthetase"
"b3385","gph","phosphoglycolate phosphatase"
"b3386","rpe","D-ribulose-5-phosphate 3-epimerase"
"b3387","dam","DNA adenine methyltransferase"
"b3388","damX","cell division protein that binds to the septal ring"
"b3389","aroB","3-dehydroquinate synthase"
"b3390","aroK","shikimate kinase I"
"b3391","hofQ","DNA catabolic putative fimbrial transporter"
"b3392","hofP","DNA catabolic protein"
"b3393","hofO","DNA catabolic protein"
"b3394","hofN","DNA catabolic putative fimbrial assembly protein"
"b3395","hofM","DNA catabolic putative pilus assembly protein"
"b3396","mrcA","fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase"
"b3397","nudE","adenosine nucleotide hydrolase; substrates include Ap3A, Ap2A, ADP-ribose, NADH"
"b3398","yrfF","inner membrane protein"
"b3399","yrfG","GMP/IMP nucleotidase"
"b3400","hslR","ribosome-associated heat shock protein Hsp15"
"b3401","hslO","heat shock protein Hsp33"
"b3402","yhgE","DUF4153 family putative inner membrane protein"
"b3403","pck","phosphoenolpyruvate carboxykinase"
"b3404","envZ","sensory histidine kinase in two-component regulatory system with OmpR"
"b3405","ompR","response regulator in two-component regulatory system with EnvZ"
"b3406","greB","transcript cleavage factor"
"b3407","yhgF","putative transcriptional accessory protein"
"b3408","feoA","ferrous iron transporter, protein A"
"b3409","feoB","fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein"
"b3410","feoC","putative DNA-binding transcriptional regulator"
"b3411","yhgA","transposase_31 family protein"
"b3412","bioH","pimeloyl-ACP methyl ester carboxylesterase"
"b3413","gntX","DNA catabolic protein"
"b3414","nfuA","Fe/S biogenesis protein; putative scaffold/chaperone for damaged Fe/S proteins"
"b3415","gntT","gluconate transporter, high-affinity GNT I system"
"b3416","malQ","4-alpha-glucanotransferase (amylomaltase)"
"b3417","malP","maltodextrin phosphorylase"
"b3418","malT","mal regulon transcriptional activator"
"b4475","rtcA","RNA 3'-terminal phosphate cyclase"
"b3421","rtcB","RNA-splicing ligase"
"b3422","rtcR","sigma 54-dependent transcriptional regulator of rtcBA expression"
"b3424","glpG","rhomboid intramembrane serine protease"
"b3425","glpE","thiosulfate:cyanide sulfurtransferase (rhodanese)"
"b3426","glpD","sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding"
"b3428","glgP","glycogen phosphorylase"
"b3429","glgA","glycogen synthase"
"b3430","glgC","glucose-1-phosphate adenylyltransferase"
"b3431","glgX","glycogen debranching enzyme"
"b3432","glgB","1,4-alpha-glucan branching enzyme"
"b3433","asd","aspartate-semialdehyde dehydrogenase, NAD(P)-binding"
"b3434","yhgN","UPF0056 family inner membrane protein"
"b4476","gntU","gluconate transporter, low affinity GNT 1 system"
"b3437","gntK","gluconate kinase 2"
"b3438","gntR","d-gluconate inducible gluconate regulon transcriptional repressor"
"b3439","yhhW","quercetinase activity in vitro"
"b3440","yhhX","putative oxidoreductase"
"b4451","ryhB","-"
"b3441","yhhY","putative acetyltransferase"
"b3442","yhhZ","putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity"
"b3444","insA","IS1 repressor TnpA"
"b3445","insB1","IS1 transposase B"
"b3446","yrhB","stable heat shock chaperone"
"b3447","ggt","gamma-glutamyltranspeptidase"
"b3448","yhhA","DUF2756 family protein"
"b3449","ugpQ","glycerophosphodiester phosphodiesterase, cytosolic"
"b3450","ugpC","glycerol-3-phosphate transporter subunit"
"b3451","ugpE","glycerol-3-phosphate transporter subunit"
"b3452","ugpA","glycerol-3-phosphate transporter subunit"
"b3453","ugpB","glycerol-3-phosphate transporter subunit"
"b3454","livF","leucine/isoleucine/valine transporter subunit"
"b3455","livG","leucine/isoleucine/valine transporter subunit"
"b3456","livM","leucine/isoleucine/valine transporter subunit"
"b3457","livH","leucine/isoleucine/valine transporter subunit"
"b3458","livK","leucine transporter subunit"
"b3459","panM","PanD autocleavage accelerator, panothenate synthesis"
"b3460","livJ","leucine/isoleucine/valine transporter subunit"
"b3461","rpoH","RNA polymerase, sigma 32 (sigma H) factor"
"b3462","ftsX","inner membrane putative ABC superfamily transporter permease"
"b3463","ftsE","putative ABC superfamily transporter ATP-binding subunit"
"b3464","ftsY","Signal Recognition Particle (SRP) receptor"
"b3465","rsmD","16S rRNA m(2)G966 methyltransferase, SAM-dependent"
"b3466","yhhL","DUF1145 family protein"
"b3467","yhhM","DUF2500 family protein"
"b3468","yhhN","TMEM86 family putative inner membrane protein"
"b3469","zntA","zinc, cobalt and lead efflux system"
"b3470","tusA","mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase"
"b3471","yhhQ","DUF165 family inner membrane protein"
"b3472","dcrB","putative lipoprotein"
"b3473","yhhS","putative arabinose efflux transporter"
"b3474","yhhT","UPF0118 family putative transporter"
"b3475","acpT","4'-phosphopantetheinyl transferase"
"b3476","nikA","nickel-binding, heme-binding periplasmic protein"
"b3477","nikB","nickel transporter subunit"
"b3478","nikC","nickel transporter subunit"
"b3479","nikD","nickel transporter subunit"
"b3480","nikE","nickel transporter subunit"
"b3481","nikR","transcriptional repressor, Ni-binding"
"b3482","rhsB","Rhs family putative polymorphic toxin, putative neighboring cell growth inhibitor"
"b3483","yhhH","putative immunity protein for putative polymorphic toxin RhsB"
"b3484","yhhI","putative transposase"
"b3485","yhhJ","inner membrane putative ABC transporter permease"
"b3486","rbbA","ribosome-associated ATPase: ATP-binding protein/ATP-binding membrane protein"
"b3487","yhiI","putative membrane fusion protein (MFP) of efflux pump"
"b3488","yhiJ","DUF4049 family protein"
"b3491","yhiM","acid resistance protein, inner membrane"
"b3492","yhiN","putative oxidoreductase"
"b3493","pitA","phosphate transporter, low-affinity; tellurite importer"
"b3494","uspB","universal stress (ethanol tolerance) protein B"
"b3495","uspA","universal stress global response regulator"
"b3496","dtpB","dipeptide and tripeptide permease B"
"b3497","rsmJ","16S rRNA m(2)G1516 methyltransferase, SAM-dependent"
"b3498","prlC","oligopeptidase A"
"b3499","rlmJ","23S rRNA m(6)A2030 methyltransferase, SAM-dependent"
"b3500","gor","glutathione oxidoreductase"
"b4613","dinQ","UV-inducible membrane toxin, DinQ-AgrB type I toxin-antitoxin system"
"b4712","agrA","-"
"b4713","agrB","-"
"b3501","arsR","arsenical resistance operon transcriptional repressor; autorepressor"
"b3502","arsB","arsenite/antimonite transporter"
"b3503","arsC","arsenate reductase"
"b3505","insH1","IS5 transposase and trans-activator"
"b3506","slp","outer membrane lipoprotein"
"b3507","dctR","LuxR family putative transcriptional regulator"
"b3508","yhiD","putative Mg(2+) transport ATPase, inner membrane protein"
"b3509","hdeB","acid-resistance protein"
"b3510","hdeA","stress response protein acid-resistance protein"
"b3511","hdeD","acid-resistance membrane protein"
"b4704","arrS","-"
"b3512","gadE","gad regulon transcriptional activator"
"b3513","mdtE","anaerobic multidrug efflux transporter, ArcA-regulated"
"b3514","mdtF","anaerobic multidrug efflux transporter, ArcA-regulated"
"b3515","gadW","transcriptional activator of gadA and gadBC; repressor of gadX"
"b4452","gadY","-"
"b3516","gadX","acid resistance regulon transcriptional activator; autoactivator"
"b3517","gadA","glutamate decarboxylase A, PLP-dependent"
"b3518","yhjA","putative cytochrome C peroxidase"
"b3519","treF","cytoplasmic trehalase"
"b3520","yhjB","putative DNA-binding transcriptional response regulator"
"b3521","yhjC","LysR family putative transcriptional regulator"
"b3522","yhjD","inner membrane putative BrbK family alternate lipid exporter"
"b3523","yhjE","MFS superfamily sugar transport 1 family protein"
"b3524","yhjG","putative inner membrane-anchored periplasmic AsmA family protein"
"b3525","yhjH","cyclic-di-GMP phosphodiesterase, FlhDC-regulated"
"b3526","kdgK","2-dehydro-3-deoxygluconokinase"
"b3527","yhjJ","putative periplasmic M16 family chaperone"
"b3528","dctA","C4-dicarboxylic acid, orotate and citrate transporter"
"b3529","yhjK","cyclic-di-GMP phosphodiesterase"
"b3530","bcsC","cellulose synthase subunit"
"b3531","bcsZ","endo-1,4-D-glucanase"
"b3532","bcsB","regulator of cellulose synthase, cyclic di-GMP binding"
"b3533","bcsA","cellulose synthase, catalytic subunit"
"b3535","yhjR","DUF2629 family protein"
"b3536","bcsE","cellulose production protein"
"b3537","bcsF","DUF2636 family small membrane protein associated with cellulose production"
"b3538","bcsG","DUF3260 family inner membrane protein associated with cellulose production"
"b4453","ldrD","toxic polypeptide, small"
"b4454","rdlD","-"
"b3539","yhjV","putative transporter"
"b3540","dppF","dipeptide transporter"
"b3541","dppD","dipeptide/heme transporter"
"b3542","dppC","dipeptide/heme transporter"
"b3543","dppB","dipeptide/heme transporter"
"b3544","dppA","dipeptide transporter"
"b3545","proK","Pro tRNA"
"b3546","eptB","KDO phosphoethanolamine transferase, Ca(2+)-inducible"
"b3547","yhjX","pyruvate-inducible inner membrane protein, putative transporter"
"b3548","yhjY","autotransporter beta-domain protein"
"b3549","tag","3-methyl-adenine DNA glycosylase I, constitutive"
"b3550","yiaC","putative acyl-CoA transferase"
"b3551","bisC","biotin sulfoxide reductase"
"b3552","yiaD","multicopy suppressor of bamB; outer membrane lipoprotein"
"b3553","ghrB","glyoxylate/hydroxypyruvate reductase B"
"b3554","yiaF","barrier effect co-colonization resistance factor; DUF3053 family lipoprotein"
"b3555","yiaG","HTH_CROC1 family putative transcriptional regulator"
"b3556","cspA","RNA chaperone and antiterminator, cold-inducible"
"b4455","hokA","toxic polypeptide, small"
"b3557","insJ","IS150 transposase A"
"b3558","insK","IS150 transposase B"
"b4614","sokA","-"
"b3559","glyS","glycine tRNA synthetase, beta subunit"
"b3560","glyQ","glycine tRNA synthetase, alpha subunit"
"b4553","ysaB","uncharacterized protein"
"b3561","wecH","O-acetyltransferase for enterobacterial common antigen (ECA)"
"b3562","yiaA","YiaAB family inner membrane protein, tandem domains"
"b3563","yiaB","YiaAB family inner membrane protein"
"b3564","xylB","xylulokinase"
"b3565","xylA","D-xylose isomerase"
"b3566","xylF","D-xylose transporter subunit"
"b3567","xylG","fused D-xylose transporter subunits of ABC superfamily: ATP-binding components"
"b3568","xylH","D-xylose ABC transporter permease subunit"
"b3569","xylR","xylose divergent operon transcriptional activator"
"b3570","bax","putative glucosaminidase"
"b3571","malS","alpha-amylase"
"b3572","avtA","valine-pyruvate aminotransferase 1"
"b3573","ysaA","putative hydrogenase, 4Fe-4S ferredoxin-type component"
"b3574","yiaJ","transcriptional repressor of yiaK-S operon"
"b3575","yiaK","2,3-diketo-L-gulonate reductase, NADH-dependent"
"b3576","yiaL","DUF386 family protein"
"b3577","yiaM","2,3-diketo-L-gulonate TRAP transporter small permease protein"
"b3578","yiaN","2,3-diketo-L-gulonate TRAP transporter large permease protein"
"b3579","yiaO","2,3-diketo-L-gulonate-binding periplasmic protein"
"b3580","lyxK","L-xylulose kinase"
"b3581","sgbH","3-keto-L-gulonate 6-phosphate decarboxylase"
"b3582","sgbU","putative L-xylulose 5-phosphate 3-epimerase"
"b3583","sgbE","L-ribulose-5-phosphate 4-epimerase"
"b3584","yiaT","putative outer membrane protein"
"b3585","yiaU","putative DNA-binding transcriptional regulator"
"b3586","yiaV","membrane fusion protein (MFP) component of efflux pump, signal anchor"
"b3587","yiaW","DUF3302 family inner membrane protein"
"b3588","aldB","aldehyde dehydrogenase B"
"b3589","yiaY","putative Fe-containing alcohol dehydrogenase, Pfam00465 family"
"b3590","selB","selenocysteinyl-tRNA-specific translation factor"
"b3591","selA","selenocysteine synthase"
"b3592","yibF","glutathione S-transferase homolog"
"b3593","rhsA","Rhs family protein, putative polymorphic toxin; putative polysaccharide synthesis/export protein; putative neighboring cell growth inhibitor"
"b3594","yibA","HEAT-domain lethality reduction protein; putative immunity protein for putative polymorphic toxin RhsA"
"b3596","yibG","TPR-like repeat protein"
"b3597","yibH","putative membrane fusion protein (MFP) component of efflux pump"
"b3598","yibI","DUF3302 family inner membrane protein"
"b3599","mtlA","fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components"
"b3600","mtlD","mannitol-1-phosphate dehydrogenase, NAD-dependent"
"b3601","mtlR","mannitol operon repressor"
"b4554","yibT","uncharacterized protein"
"b3602","yibL","ribosome-associated DUF2810 family protein"
"b3603","lldP","L-lactate permease"
"b3604","lldR","dual role activator/repressor for lldPRD operon"
"b3605","lldD","L-lactate dehydrogenase, FMN-linked"
"b3606","trmL","tRNA Leu mC34,mU34 2'-O-methyltransferase, SAM-dependent"
"b3607","cysE","serine acetyltransferase"
"b3608","gpsA","glycerol-3-phosphate dehydrogenase (NAD+)"
"b3609","secB","protein export chaperone"
"b3610","grxC","glutaredoxin 3"
"b3611","yibN","putative rhodanese-related sulfurtransferase"
"b3612","gpmM","phosphoglycero mutase III, cofactor-independent"
"b3613","envC","activator of AmiB,C murein hydrolases, septal ring factor"
"b3614","yibQ","putative polysaccharide deacetylase"
"b3615","waaH","LPS(HepIII)-glucuronic acid glycosyltransferase"
"b3616","tdh","L-threonine 3-dehydrogenase, NAD(P)-binding"
"b3617","kbl","glycine C-acetyltransferase"
"b3618","yibB","YibB family protein, function unknown"
"b3619","hldD","ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding"
"b3620","waaF","ADP-heptose:LPS heptosyltransferase II"
"b3621","waaC","ADP-heptose:LPS heptosyl transferase I"
"b3622","waaL","O-antigen ligase"
"b3623","waaU","lipopolysaccharide core biosynthesis"
"b3624","waaZ","lipopolysaccharide core biosynthesis protein"
"b3625","waaY","lipopolysaccharide core biosynthesis protein"
"b3626","waaJ","UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase"
"b3627","waaR","UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase"
"b3628","waaB","UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase"
"b3629","waaS","lipopolysaccharide core biosynthesis protein"
"b3630","waaP","kinase that phosphorylates core heptose of lipopolysaccharide"
"b3631","waaG","glucosyltransferase I"
"b3632","waaQ","lipopolysaccharide core biosynthesis protein"
"b3633","waaA","3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)"
"b3634","coaD","pantetheine-phosphate adenylyltransferase"
"b3635","mutM","formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase"
"b3636","rpmG","50S ribosomal subunit protein L33"
"b3637","rpmB","50S ribosomal subunit protein L28"
"b3638","yicR","UPF0758 family protein"
"b3639","dfp","fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding"
"b3640","dut","deoxyuridinetriphosphatase"
"b3641","slmA","nucleoid occlusion factor, anti-FtsZ division inhibitor"
"b3642","pyrE","orotate phosphoribosyltransferase"
"b3644","yicC","UPF0701 family protein"
"b3645","dinD","DNA damage-inducible protein"
"b3646","yicG","UPF0126 family inner membrane protein"
"b3647","ligB","DNA ligase, NAD(+)-dependent"
"b3648","gmk","guanylate kinase"
"b3649","rpoZ","RNA polymerase, omega subunit"
"b3650","spoT","bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase"
"b3651","trmH","tRNA mG18-2'-O-methyltransferase, SAM-dependent"
"b3652","recG","ATP-dependent DNA helicase"
"b3653","gltS","glutamate transporter"
"b3654","xanP","xanthine permease"
"b3655","yicH","putative inner membrane-anchored periplasmic AsmA family protein"
"b3656","yicI","putative alpha-glucosidase"
"b3657","yicJ","putative transporter"
"b3658","selC","Sec tRNA"
"b3659","setC","putative arabinose efflux transporter"
"b3660","yicL","EamA family inner membrane putative transporter"
"b3661","nlpA","cytoplasmic membrane lipoprotein-28"
"b4555","yicS","putative periplasmic protein"
"b3662","nepI","putative transporter"
"b3663","yicN","DUF1198 family protein"
"b3664","yicO","putative adenine permease"
"b3665","ade","cryptic adenine deaminase"
"b3666","uhpT","hexose phosphate transporter"
"b3667","uhpC","membrane protein regulates uhpT expression"
"b3668","uhpB","sensory histidine kinase in two-component regulatory sytem with UhpA"
"b3669","uhpA","response regulator in two-component regulatory system wtih UhpB"
"b3670","ilvN","acetolactate synthase 1 small subunit"
"b3671","ilvB","acetolactate synthase 2 large subunit"
"b3672","ivbL","ilvB operon leader peptide"
"b4616","istR","-"
"b4618","tisB","toxic membrane persister formation peptide, LexA-regulated"
"b3673","emrD","multidrug efflux system protein"
"b3674","yidF","putative Cys-type oxidative YidJ-maturating enzyme"
"b3675","yidG","inner membrane protein"
"b3676","yidH","DUF202 family inner membrane protein"
"b3677","yidI","inner membrane protein"
"b3678","yidJ","sulfatase/phosphatase superfamily protein"
"b3679","yidK","putative transporter"
"b3680","yidL","AraC family putative transcriptional regulator"
"b3684","yidP","UTRA domain-containing GntR family putative transcriptional regulator"
"b3685","yidE","putative transporter"
"b3686","ibpB","heat shock chaperone"
"b3687","ibpA","heat shock chaperone"
"b3688","yidQ","DUF1375 family outer membrane protein"
"b3689","yidR","DUF3748 family protein"
"b3690","cbrA","colicin M resistance protein; FAD-binding protein, putative oxidoreductase"
"b3691","dgoT","D-galactonate transporter"
"b4478","dgoD","galactonate dehydratase"
"b4477","dgoA","2-oxo-3-deoxygalactonate 6-phosphate aldolase"
"b3693","dgoK","2-oxo-3-deoxygalactonate kinase"
"b4479","dgoR","putative DNA-binding transcriptional regulator"
"b3696","yidX","putative lipoprotein"
"b3697","yidA","sugar phosphate phosphatase; substrates include erythrose 4-P and mannose 1-P phosphatase"
"b3698","yidB","DUF937 family protein"
"b3699","gyrB","DNA gyrase, subunit B"
"b3700","recF","gap repair protein"
"b3701","dnaN","DNA polymerase III, beta subunit"
"b3702","dnaA","chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator"
"b3703","rpmH","50S ribosomal subunit protein L34"
"b3704","rnpA","protein C5 component of RNase P"
"b4557","yidD","membrane protein insertion efficiency factor, inner membrane protein, UPF0161 family"
"b3705","yidC","membrane protein insertase"
"b3706","mnmE","tRNA U34 5-methylaminomethyl-2-thiouridine modification GTPase"
"b3707","tnaC","tryptophanase leader peptide"
"b3708","tnaA","tryptophanase/L-cysteine desulfhydrase, PLP-dependent"
"b3709","tnaB","tryptophan transporter of low affinity"
"b3710","mdtL","multidrug efflux system protein"
"b3711","yidZ","putative DNA-binding transcriptional regulator"
"b3712","yieE","phosphopantetheinyl transferase superfamily protein"
"b3713","chrR","chromate reductase, Class I, flavoprotein"
"b3714","purP","adenine permease, high affinity; adenine:H+ symporter"
"b3715","yieH","phosphoenolpyruvate and 6-phosphogluconate phosphatase"
"b3716","cbrB","PRK09823 family inner membrane protein, creBC regulon"
"b3717","cbrC","UPF0167 family protein"
"b3718","yieK","putative 6-phosphogluconolactonase"
"b3719","yieL","putative xylanase"
"b3720","bglH","carbohydrate-specific outer membrane porin, cryptic"
"b3721","bglB","cryptic phospho-beta-glucosidase B"
"b3722","bglF","fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component"
"b3723","bglG","transcriptional antiterminator of the bgl operon"
"b3724","phoU","negative regulator of PhoR/PhoB two-component regulator"
"b3725","pstB","phosphate transporter subunit"
"b3726","pstA","phosphate transporter subunit"
"b3727","pstC","phosphate transporter subunit"
"b3728","pstS","periplasmic phosphate binding protein, high-affinity"
"b3729","glmS","L-glutamine:D-fructose-6-phosphate aminotransferase"
"b3730","glmU","fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase"
"b3731","atpC","F1 sector of membrane-bound ATP synthase, epsilon subunit"
"b3732","atpD","F1 sector of membrane-bound ATP synthase, beta subunit"
"b3733","atpG","F1 sector of membrane-bound ATP synthase, gamma subunit"
"b3734","atpA","F1 sector of membrane-bound ATP synthase, alpha subunit"
"b3735","atpH","F1 sector of membrane-bound ATP synthase, delta subunit"
"b3736","atpF","F0 sector of membrane-bound ATP synthase, subunit b"
"b3737","atpE","F0 sector of membrane-bound ATP synthase, subunit c"
"b3738","atpB","F0 sector of membrane-bound ATP synthase, subunit a"
"b3739","atpI","ATP synthase, membrane-bound accessory factor"
"b3740","rsmG","16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein"
